NAM, NUM, FIX, SYS, SAT, CLK, TIM, LAT, LON, HAC, MSL, GEO, VAC, SOG, COG, ROL, PIT, YAW, RAC, PAC, YAC, OBS, MAC
"neon", 83, 3, 0, 11, 1600355187.131246766, 1600355186.000000000, 39.7951128, -105.1550436, 0., 1711.500, 1690.000, 0., 20.668000, 281.490000000, 0.00000, 1.26205, 281.49058, 20.00000, 1.83076, 0.93767, 0, 0.
"neon", 84, 3, 0, 11, 1600355188.134029434, 1600355187.000000000, 39.7951276, -105.1551663, 0., 1711.500, 1690.000, 0., 20.765000, 275.870000000, 0.00000, 1.30309, 275.87484, 20.00000, 1.81816, 0.90765, 0, 0.
"neon", 85, 3, 0, 11, 1600355189.130429118, 1600355188.000000000, 39.7951336, -105.1552926, 0., 1710.900, 1689.400, 0., 21.072000, 271.370000000, 0.00000, 1.00446, 271.36693, 20.00000, 1.78644, 0.95413, 0, 0.
"neon", 86, 3, 0, 11, 1600355190.130391323, 1600355189.000000000, 39.7951353, -105.1554213, 0., 1710.500, 1689.000, 0., 21.548000, 270.670000000, 0.00000, 0.81493, 270.67054, 20.00000, 1.68564, 0.90196, 0, 0.
"neon", 87, 3, 0, 11, 1600355191.133897006, 1600355190.000000000, 39.7951363, -105.1555533, 0., 1710.000, 1688.500, 0., 22.052000, 270.700000000, 0.00000, 0.56595, 270.69935, 20.00000, 1.63926, 0.90055, 0, 0.
"neon", 88, 3, 0, 11, 1600355192.133737274, 1600355191.000000000, 39.7951375, -105.1556881, 0., 1709.700, 1688.200, 0., 22.532000, 270.590000000, 0.00000, 0.53758, 270.58574, 20.00000, 1.63389, 0.91079, 0, 0.
"neon", 89, 3, 0, 11, 1600355193.134021644, 1600355192.000000000, 39.7951383, -105.1558248, 0., 1709.600, 1688.100, 0., 22.669000, 270.200000000, 0.00000, 0.64386, 270.19829, 20.00000, 1.65259, 0.96247, 0, 0.
"neon", 90, 3, 0, 11, 1600355194.130168278, 1600355193.000000000, 39.7951383, -105.1559608, 0., 1709.400, 1687.900, 0., 22.382000, 269.680000000, 0.00000, 0.67401, 269.68115, 20.00000, 1.60206, 0.88847, 0, 0.
"neon", 91, 3, 0, 11, 1600355195.134122349, 1600355194.000000000, 39.7951378, -105.1560945, 0., 1709.300, 1687.800, 0., 21.946000, 269.560000000, 0.00000, 0.63142, 269.55832, 20.00000, 1.62071, 0.92146, 0, 0.
"neon", 92, 3, 0, 11, 1600355196.128463182, 1600355195.000000000, 39.7951370, -105.1562255, 0., 1709.100, 1687.600, 0., 21.468000, 269.590000000, 0.00000, 0.61840, 269.58934, 20.00000, 1.65544, 0.94458, 0, 0.
